id;level;parent_id;name;lat;lon;min_lat;max_lat;min_lon;max_lon;geometry_wkt
2659341;3;632557;Barcelona;413.470.901.494.853;215.050.838.420.404;413.447.137.705.161;413.494.664.980.355;214.735.502.365.711;215.366.194.854.348;POLYGON((2.14735502365711 41.344980853839,2.14770927152404 41.3494664980355,2.15366194854348 41.3491993728262,2.15330729545908 41.3447137705161,2.14735502365711 41.344980853839))
2659342;3;632558;Barcelona;413.658.330.300.402;213.406.417.903.296;413.634.569.764.927;413.682.090.530.726;213.091.033.554.781;213.721.822.651.414;POLYGON((2.13091033554781 41.3637233074458,2.13126368728271 41.3682090530726,2.13721822651414 41.3679426803537,2.13686446913627 41.3634569764927,2.13091033554781 41.3637233074458))
2659343;3;632558;Barcelona;413.703.187.517.928;213.441.777.359.415;413.679.426.803.537;413.726.947.927.117;213.126.368.728.271;213.757.206.394.586;POLYGON((2.13126368728271 41.3682090530726,2.13161711898057 41.3726947927117,2.13757206394586 41.3724283782214,2.13721822651414 41.3679426803537,2.13126368728271 41.3682090530726))
2659344;3;632558;Barcelona;413.700.522.048.209;214.037.247.565.966;413.676.760.009.254;413.724.283.782.214;213.721.822.651.414;214.352.692.883.657;POLYGON((2.13721822651414 41.3679426803537,2.13757206394586 41.3724283782214,2.14352692883657 41.3721616569739,2.14317268569173 41.3676760009254,2.13721822651414 41.3679426803537))
2659345;3;632558;Barcelona;413.655.665.248.608;214.001.847.542.042;41.363.190.338.878;413.679.426.803.537;213.686.446.913.627;214.317.268.569.173;POLYGON((2.13686446913627 41.3634569764927,2.13721822651414 41.3679426803537,2.14317268569173 41.3676760009254,2.14281852269162 41.363190338878,2.13686446913627 41.3634569764927))
2659346;3;632559;Barcelona;413.748.044.675.546;213.477.144.817.409;413.724.283.782.214;413.771.805.263.625;213.161.711.898.057;213.792.598.145.217;POLYGON((2.13161711898057 41.3726947927117,2.1319706306621 41.3771805263625,2.13792598145217 41.376914070095,2.13757206394586 41.3724283782214,2.13161711898057 41.3726947927117))
2659347;3;632559;Barcelona;413.792.901.773.248;213.512.520.279.356;41.376.914.070.095;41.381.666.254.024;21.319.706.306.621;213.827.997.905.381;POLYGON((2.1319706306621 41.3771805263625,2.13232422234804 41.381666254024,2.13827997905381 41.3813997559738,2.13792598145217 41.376914070095,2.1319706306621 41.3771805263625))
2659348;3;632559;Barcelona;413.790.235.467.509;214.108.071.648.786;413.766.473.070.227;413.813.997.559.738;213.792.598.145.217;214.423.565.564.348;POLYGON((2.13792598145217 41.376914070095,2.13827997905381 41.3813997559738,2.14423565564348 41.3811329510709,2.14388125214689 41.3766473070227,2.13792598145217 41.376914070095))
2659349;3;632559;Barcelona;413.745.378.787.846;214.072.655.600.856;413.721.616.569.739;41.376.914.070.095;213.757.206.394.586;214.388.125.214.689;POLYGON((2.13757206394586 41.3724283782214,2.13792598145217 41.376914070095,2.14388125214689 41.3766473070227,2.14352692883657 41.3721616569739,2.13757206394586 41.3724283782214))
2659350;3;632560;Barcelona;413.742.709.832.394;214.668.158.371.259;413.718.946.289.811;413.766.473.070.227;214.352.692.883.657;214.983.644.265.536;POLYGON((2.14352692883657 41.3721616569739,2.14388125214689 41.3766473070227,2.14983644265536 41.3763802371573,2.14948171356178 41.3718946289811,2.14352692883657 41.3721616569739))
2659351;3;632560;Barcelona;413.787.566.093.541;214.703.615.003.099;413.763.802.371.573;413.811.329.510.709;214.388.125.214.689;215.019.125.202.612;POLYGON((2.14388125214689 41.3766473070227,2.14423565564348 41.3811329510709,2.15019125202612 41.3808658393272,2.14983644265536 41.3763802371573,2.14388125214689 41.3766473070227))
2659352;3;632560;Barcelona;413.784.893.651.464;215.299.150.333.202;413.761.128.605.107;413.808.658.393.272;214.983.644.265.536;215.614.676.811.076;POLYGON((2.14983644265536 41.3763802371573,2.15019125202612 41.3808658393272,2.15614676811076 41.3805984207546,2.15579155288665 41.3761128605107,2.14983644265536 41.3763802371573))
2659353;3;632560;Barcelona;41.374.003.780.931;215.263.653.119.529;413.716.272.942.549;413.763.802.371.573;214.948.171.356.178;215.579.155.288.665;POLYGON((2.14948171356178 41.3718946289811,2.14983644265536 41.3763802371573,2.15579155288665 41.3761128605107,2.15543641803062 41.3716272942549,2.14948171356178 41.3718946289811))
2659354;3;632561;Barcelona;413.652.997.130.018;214.597.269.171.898;413.629.233.946.135;413.676.760.009.254;214.281.852.269.162;21.491.270.647.246;POLYGON((2.14281852269162 41.363190338878,2.14317268569173 41.3676760009254,2.1491270647246 41.3674090147996,2.148772496123 41.3629233946135,2.14281852269162 41.363190338878))
2659355;3;632561;Barcelona;413.697.853.511.217;214.632.709.761.551;413.674.090.147.996;413.721.616.569.739;214.317.268.569.173;214.948.171.356.178;POLYGON((2.14317268569173 41.3676760009254,2.14352692883657 41.3721616569739,2.14948171356178 41.3718946289811,2.1491270647246 41.3674090147996,2.14317268569173 41.3676760009254))
2659356;3;632561;Barcelona;413.695.181.907.069;215.228.163.937.081;413.671.417.219.881;413.718.946.289.811;21.491.270.647.246;215.543.641.803.062;POLYGON((2.1491270647246 41.3674090147996,2.14948171356178 41.3718946289811,2.15543641803062 41.3716272942549,2.15508136352187 41.3671417219881,2.1491270647246 41.3674090147996))
2659357;3;632561;Barcelona;413.650.325.944.751;215.192.682.783.776;41.362.656.143.711;413.674.090.147.996;2.148.772.496.123;215.508.136.352.187;POLYGON((2.148772496123 41.3629233946135,2.1491270647246 41.3674090147996,2.15508136352187 41.3671417219881,2.15472638933958 41.362656143711,2.148772496123 41.3629233946135))
2659358;3;632562;Barcelona;413.837.758.811.025;213.547.903.747.324;413.813.997.559.738;413.861.519.756.955;213.232.422.234.804;213.863.405.677.154;POLYGON((2.13232422234804 41.381666254024,2.13267789405911 41.3861519756955,2.13863405677154 41.3858854358569,2.13827997905381 41.3813997559738,2.13232422234804 41.381666254024))
2659359;3;632562;Barcelona;413.882.615.788.869;213.583.295.223.393;413.858.854.358.569;413.906.376.913.762;213.267.789.405.911;213.898.821.462.614;POLYGON((2.13267789405911 41.3861519756955,2.13303164581606 41.3906376913762,2.13898821462614 41.3903711097436,2.13863405677154 41.3858854358569,2.13267789405911 41.3861519756955))
2659360;3;632562;Barcelona;413.879.948.646.885;214.178.927.792.082;413.856.185.891.178;413.903.711.097.436;213.863.405.677.154;214.494.470.327.859;POLYGON((2.13863405677154 41.3858854358569,2.13898821462614 41.3903711097436,2.14494470327859 41.3901042211627,2.14459013934712 41.3856185891178,2.13863405677154 41.3858854358569))
2659361;3;632562;Barcelona;413.835.092.087.191;214.143.495.711.836;413.811.329.510.709;413.858.854.358.569;213.827.997.905.381;214.459.013.934.712;POLYGON((2.13827997905381 41.3813997559738,2.13863405677154 41.3858854358569,2.14459013934712 41.3856185891178,2.14423565564348 41.3811329510709,2.13827997905381 41.3813997559738))
2659362;3;632563;Barcelona;413.927.472.706.774;213.618.694.709.635;413.903.711.097.436;413.951.234.010.654;213.303.164.581.606;213.934.245.263.837;POLYGON((2.13303164581606 41.3906376913762,2.13338547763964 41.3951234010654,2.13934245263837 41.394856777633,2.13898821462614 41.3903711097436,2.13303164581606 41.3906376913762))
2659363;3;632563;Barcelona;413.972.329.564.731;213.654.102.208.133;41.394.856.777.633;413.996.091.047.621;213.338.547.763.964;213.969.677.082.902;POLYGON((2.13338547763964 41.3951234010654,2.13373938955061 41.3996091047621,2.13969677082902 41.3993424395244,2.13934245263837 41.394856777633,2.13338547763964 41.3951234010654))
2659364;3;632563;Barcelona;413.969.661.586.274;214.249.816.012.474;413.945.898.472.046;413.993.424.395.244;213.934.245.263.837;214.565.407.190.822;POLYGON((2.13934245263837 41.394856777633,2.13969677082902 41.3993424395244,2.14565407190822 41.3990754672428,2.14529934745869 41.3945898472046,2.13934245263837 41.394856777633))
2659365;3;632563;Barcelona;413.924.805.146.582;214.214.367.891.602;413.901.042.211.627;41.394.856.777.633;213.898.821.462.614;214.529.934.745.869;POLYGON((2.13898821462614 41.3903711097436,2.13934245263837 41.394856777633,2.14529934745869 41.3945898472046,2.14494470327859 41.3901042211627,2.13898821462614 41.3903711097436))
2659366;3;632564;Barcelona;413.922.134.516.727;214.810.033.052.214;413.898.370.256.454;413.945.898.472.046;214.494.470.327.859;215.125.616.200.956;POLYGON((2.14494470327859 41.3901042211627,2.14529934745869 41.3945898472046,2.15125616200956 41.394322609792,2.1509011116824 41.3898370256454,2.14494470327859 41.3901042211627))
2659367;3;632564;Barcelona;413.966.990.537.677;214.845.521.793.384;41.394.322.609.792;413.990.754.672.428;214.529.934.745.869;215.161.129.269.717;POLYGON((2.14529934745869 41.3945898472046,2.14565407190822 41.3990754672428,2.15161129269717 41.3988081879293,2.15125616200956 41.394322609792,2.14529934745869 41.3945898472046))
2659368;3;632564;Barcelona;413.964.316.419.059;215.441.219.541.758;413.940.550.654.072;413.988.081.879.293;215.125.616.200.956;215.756.843.310.485;POLYGON((2.15125616200956 41.394322609792,2.15161129269717 41.3988081879293,2.15756843310485 41.3985406015957,2.1572128962 41.3940550654072,2.15125616200956 41.394322609792))
2659369;3;632564;Barcelona;41.391.946.081.733;215.405.690.182.372;413.895.695.232.037;41.394.322.609.792;21.509.011.116.824;21.572.128.962;POLYGON((2.1509011116824 41.3898370256454,2.15125616200956 41.394322609792,2.1572128962 41.3940550654072,2.1568574397466 41.3895695232037,2.1509011116824 41.3898370256454))
2659370;3;632565;Barcelona;413.832.422.294.651;214.739.079.659.153;413.808.658.393.272;413.856.185.891.178;214.423.565.564.348;215.054.614.169.486;POLYGON((2.14423565564348 41.3811329510709,2.14459013934712 41.3856185891178,2.15054614169486 41.3853514354902,2.15019125202612 41.3808658393272,2.14423565564348 41.3811329510709))
2659371;3;632565;Barcelona;413.877.278.435.716;214.774.552.341.496;413.853.514.354.902;413.901.042.211.627;214.459.013.934.712;21.509.011.116.824;POLYGON((2.14459013934712 41.3856185891178,2.14494470327859 41.3901042211627,2.1509011116824 41.3898370256454,2.15054614169486 41.3853514354902,2.14459013934712 41.3856185891178))
2659372;3;632565;Barcelona;413.874.605.155.482;21.537.016.886.254;413.850.839.749.859;413.898.370.256.454;215.054.614.169.486;21.568.574.397.466;POLYGON((2.15054614169486 41.3853514354902,2.1509011116824 41.3898370256454,2.1568574397466 41.3895695232037,2.1565020637238 41.3850839749859,2.15054614169486 41.3853514354902))
2659373;3;632565;Barcelona;413.829.749.433.524;215.334.655.580.178;413.805.984.207.546;413.853.514.354.902;215.019.125.202.612;21.565.020.637.238;POLYGON((2.15019125202612 41.3808658393272,2.15054614169486 41.3853514354902,2.1565020637238 41.3850839749859,2.15614676811076 41.3805984207546,2.15019125202612 41.3808658393272))
2659374;3;632566;Barcelona;414.017.186.362.731;213.689.517.720.956;413.993.424.395.244;414.040.948.024.657;213.373.938.955.061;214.005.116.921.887;POLYGON((2.13373938955061 41.3996091047621,2.13409338156973 41.4040948024657,2.14005116921887 41.4038280954169,2.13969677082902 41.3993424395244,2.13373938955061 41.3996091047621))
2659375;3;632566;Barcelona;414.062.043.100.767;213.724.941.250.188;414.038.280.954.169;414.085.804.941.753;213.409.338.156.973;214.040.564.782.872;POLYGON((2.13409338156973 41.4040948024657,2.13444745371779 41.4085804941753,2.14040564782872 41.4083137453098,2.14005116921887 41.4038280954169,2.13409338156973 41.4040948024657))
2659376;3;632566;Barcelona;414.059.374.285.611;214.320.736.326.597;414.035.610.812.765;414.083.137.453.098;214.005.116.921.887;214.636.376.169.885;POLYGON((2.14005116921887 41.4038280954169,2.14040564782872 41.4083137453098,2.14636376169885 41.4080466893049,2.146008876648 41.4035610812765,2.14005116921887 41.4038280954169))
2659377;3;632566;Barcelona;414.014.517.965.953;21.428.527.215.678;413.990.754.672.428;414.038.280.954.169;213.969.677.082.902;2.146.008.876.648;POLYGON((2.13969677082902 41.3993424395244,2.14005116921887 41.4038280954169,2.146008876648 41.4035610812765,2.14565407190822 41.3990754672428,2.13969677082902 41.3993424395244))
2659378;3;632567;Barcelona;414.106.899.778.831;213.760.372.797.906;414.083.137.453.098;414.130.661.798.901;213.444.745.371.779;214.076.020.667.938;POLYGON((2.13444745371779 41.4085804941753,2.13480160601555 41.4130661798901,2.14076020667938 41.4127993892022,2.14040564782872 41.4083137453098,2.13444745371779 41.4085804941753))
2659379;3;632567;Barcelona;414.151.756.396.915;213.795.812.366.191;414.127.993.892.022;414.175.518.596.094;213.480.160.601.555;214.111.484.579.167;POLYGON((2.13480160601555 41.4130661798901,2.13515583848382 41.4175518596094,2.14111484579167 41.4172850270935,2.14076020667938 41.4127993892022,2.13480160601555 41.4130661798901))
2659380;3;632567;Barcelona;414.149.086.744.834;214.391.688.751.099;414.125.322.913.271;414.172.850.270.935;214.076.020.667.938;214.707.377.281.708;POLYGON((2.14076020667938 41.4127993892022,2.14111484579167 41.4172850270935,2.14707377281708 41.4170178873425,2.1467187270816 41.4125322913271,2.14076020667938 41.4127993892022))
2659381;3;632567;Barcelona;414.104.230.545.241;21.435.620.852.401;414.080.466.893.049;414.127.993.892.022;214.040.564.782.872;21.467.187.270.816;POLYGON((2.14040564782872 41.4083137453098,2.14076020667938 41.4127993892022,2.1467187270816 41.4125322913271,2.14636376169885 41.4080466893049,2.14040564782872 41.4083137453098))
2659382;3;632568;Barcelona;414.101.558.240.077;214.952.036.220.439;414.077.793.261.724;414.125.322.913.271;214.636.376.169.885;215.267.716.713.108;POLYGON((2.14636376169885 41.4080466893049,2.1467187270816 41.4125322913271,2.15267716713108 41.4122648862767,2.15232179523708 41.4077793261724,2.14636376169885 41.4080466893049))
2659383;3;632568;Barcelona;414.146.414.020.701;214.987.557.104.249;414.122.648.862.767;414.170.178.873.425;21.467.187.270.816;215.303.261.946.891;POLYGON((2.1467187270816 41.4125322913271,2.14707377281708 41.4170178873425,2.15303261946891 41.4167504403684,2.15267716713108 41.4122648862767,2.1467187270816 41.4125322913271))
2659384;3;632568;Barcelona;414.143.738.224.635;215.583.417.416.528;414.119.971.740.628;414.167.504.403.684;215.267.716.713.108;215.899.138.565.605;POLYGON((2.15267716713108 41.4122648862767,2.15303261946891 41.4167504403684,2.15899138565605 41.416482686183,2.15863552673673 41.4119971740628,2.15267716713108 41.4122648862767))
2659385;3;632568;Barcelona;414.098.882.863.458;215.547.855.878.079;414.075.116.559.243;414.122.648.862.767;215.232.179.523.708;215.863.552.673.673;POLYGON((2.15232179523708 41.4077793261724,2.15267716713108 41.4122648862767,2.15863552673673 41.4119971740628,2.15827974835234 41.4075116559243,2.15232179523708 41.4077793261724))
2659386;3;632569;Barcelona;414.011.846.498.557;214.881.018.567.088;413.988.081.879.293;414.035.610.812.765;214.565.407.190.822;215.196.650.376.606;POLYGON((2.14565407190822 41.3990754672428,2.146008876648 41.4035610812765,2.15196650376606 41.4032937600563,2.15161129269717 41.3988081879293,2.14565407190822 41.3990754672428))
2659387;3;632569;Barcelona;41.405.670.239.936;214.916.523.375.412;414.032.937.600.563;414.080.466.893.049;2.146.008.876.648;215.232.179.523.708;POLYGON((2.146008876648 41.4035610812765,2.14636376169885 41.4080466893049,2.15232179523708 41.4077793261724,2.15196650376606 41.4032937600563,2.146008876648 41.4035610812765))
2659388;3;632569;Barcelona;414.054.027.442.131;215.512.302.387.526;414.030.261.317.683;414.077.793.261.724;215.196.650.376.606;215.827.974.835.234;POLYGON((2.15196650376606 41.4032937600563,2.15232179523708 41.4077793261724,2.15827974835234 41.4075116559243,2.15792405048201 41.4030261317683,2.15196650376606 41.4032937600563))
2659389;3;632569;Barcelona;414.009.171.960.662;215.476.756.942.781;413.985.406.015.957;414.032.937.600.563;215.161.129.269.717;215.792.405.048.201;POLYGON((2.15161129269717 41.3988081879293,2.15196650376606 41.4032937600563,2.15792405048201 41.4030261317683,2.15756843310485 41.3985406015957,2.15161129269717 41.3988081879293))
2659390;3;632570;Barcelona;414.196.612.955.012;213.831.259.957.121;414.172.850.270.935;414.220.375.333.323;213.515.583.848.382;214.146.956.518.639;POLYGON((2.13515583848382 41.4175518596094,2.13551015114338 41.4220375333323,2.14146956518639 41.4217706589827,2.14111484579167 41.4172850270935,2.13515583848382 41.4175518596094))
2659391;3;632570;Barcelona;414.241.469.453.112;213.866.715.572.779;414.217.706.589.827;41.426.523.201.058;213.551.015.114.338;214.182.436.488.439;POLYGON((2.13551015114338 41.4220375333323,2.13586454401505 41.426523201058,2.14182436488439 41.426256284869,2.14146956518639 41.4217706589827,2.13551015114338 41.4220375333323))
2659392;3;632570;Barcelona;414.238.798.963.879;214.462.673.302.641;414.215.034.773.502;41.426.256.284.869;214.146.956.518.639;214.778.410.542.963;POLYGON((2.14146956518639 41.4217706589827,2.14182436488439 41.426256284869,2.14778410542963 41.4259890613494,2.14742889892614 41.4215034773502,2.14146956518639 41.4217706589827))
2659393;3;632570;Barcelona;414.193.942.884.383;214.427.177.009.948;414.170.178.873.425;414.217.706.589.827;214.111.484.579.167;214.742.889.892.614;POLYGON((2.14111484579167 41.4172850270935,2.14146956518639 41.4217706589827,2.14742889892614 41.4215034773502,2.14707377281708 41.4170178873425,2.14111484579167 41.4172850270935))
2659394;3;632571;Barcelona;414.286.325.891.208;213.902.179.215.249;41.426.256.284.869;414.310.088.627.858;213.586.454.401.505;214.217.924.490.649;POLYGON((2.13586454401505 41.426523201058,2.13621901711963 41.4310088627858,2.14217924490649 41.4307419047518,2.14182436488439 41.426256284869,2.13586454401505 41.426523201058))
2659395;3;632571;Barcelona;414.331.182.269.293;21.393.765.088.661;414.307.419.047.518;414.354.945.185.149;213.621.901.711.963;214.253.420.527.355;POLYGON((2.13621901711963 41.4310088627858,2.13657357047796 41.4354945185149,2.14253420527355 41.4352275186302,2.14217924490649 41.4307419047518,2.13621901711963 41.4310088627858))
2659396;3;632571;Barcelona;414.328.510.942.681;21.453.368.999.789;414.304.746.393.393;414.352.275.186.302;214.217.924.490.649;214.849.475.970.334;POLYGON((2.14217924490649 41.4307419047518,2.14253420527355 41.4352275186302,2.14849475970334 41.4349602113191,2.1481393923484 41.4304746393393,2.14217924490649 41.4307419047518))
2659397;3;632571;Barcelona;414.283.654.983.314;214.498.177.631.258;414.259.890.613.494;414.307.419.047.518;214.182.436.488.439;21.481.393.923.484;POLYGON((2.14182436488439 41.426256284869,2.14217924490649 41.4307419047518,2.1481393923484 41.4304746393393,2.14778410542963 41.4259890613494,2.14182436488439 41.426256284869))
2659398;3;632572;Barcelona;414.280.981.001.933;215.094.168.009.257;414.257.215.305.109;414.304.746.393.393;214.778.410.542.963;215.409.945.935.416;POLYGON((2.14778410542963 41.4259890613494,2.1481393923484 41.4304746393393,2.15409945935416 41.4302070665601,2.15374376555958 41.4257215305109,2.14778410542963 41.4259890613494))
2659399;3;632572;Barcelona;414.325.836.542.103;215.129.721.069.072;414.302.070.665.601;414.349.602.113.191;21.481.393.923.484;215.445.523.367.609;POLYGON((2.1481393923484 41.4304746393393,2.14849475970334 41.4349602113191,2.15445523367609 41.4346925965935,2.15409945935416 41.4302070665601,2.1481393923484 41.4304746393393))
2659400;3;632572;Barcelona;414.323.159.067.679;215.725.744.091.035;414.299.391.864.261;414.346.925.965.935;215.409.945.935.416;21.604.156.271.006;POLYGON((2.15409945935416 41.4302070665601,2.15445523367609 41.4346925965935,2.1604156271006 41.4344246744653,2.16005944583256 41.4299391864261,2.15409945935416 41.4302070665601))
2659401;3;632572;Barcelona;414.278.303.947.183;215.690.150.340.122;414.254.536.923.655;414.302.070.665.601;215.374.376.555.958;216.005.944.583.256;POLYGON((2.15374376555958 41.4257215305109,2.15409945935416 41.4302070665601,2.16005944583256 41.4299391864261,2.15970334518306 41.4254536923655,2.15374376555958 41.4257215305109))
2659402;3;632573;Barcelona;414.191.269.741.223;215.023.086.028.931;414.167.504.403.684;414.215.034.773.502;214.707.377.281.708;215.338.815.227.145;POLYGON((2.14707377281708 41.4170178873425,2.14742889892614 41.4215034773502,2.15338815227145 41.4212359884467,2.15303261946891 41.4167504403684,2.14707377281708 41.4170178873425))
2659403;3;632573;Barcelona;414.236.125.401.637;215.058.622.996.573;414.212.359.884.467;414.259.890.613.494;214.742.889.892.614;215.374.376.555.958;POLYGON((2.14742889892614 41.4215034773502,2.14778410542963 41.4259890613494,2.15374376555958 41.4257215305109,2.15338815227145 41.4212359884467,2.14742889892614 41.4215034773502))
2659404;3;632573;Barcelona;414.233.448.766.505;21.565.456.464.546;414.209.681.922.842;414.257.215.305.109;215.338.815.227.145;215.970.334.518.306;POLYGON((2.15338815227145 41.4212359884467,2.15374376555958 41.4257215305109,2.15970334518306 41.4254536923655,2.15934732513119 41.4209681922842,2.15338815227145 41.4212359884467))
2659405;3;632573;Barcelona;414.188.593.525.653;215.618.987.004.959;41.416.482.686.183;414.212.359.884.467;215.303.261.946.891;215.934.732.513.119;POLYGON((2.15303261946891 41.4167504403684,2.15338815227145 41.4212359884467,2.15934732513119 41.4209681922842,2.15899138565605 41.416482686183,2.15303261946891 41.4167504403684))
2659406;3;632574;Barcelona;414.376.038.587.358;213.973.130.588.949;414.352.275.186.302;414.399.801.682.444;213.657.357.047.796;214.288.924.600.641;POLYGON((2.13657357047796 41.4354945185149,2.13692820411085 41.4399801682444,2.14288924600641 41.4397131265033,2.14253420527355 41.4352275186302,2.13657357047796 41.4354945185149))
2659407;3;632574;Barcelona;414.420.894.845.395;214.008.618.324.348;414.397.131.265.033;414.444.658.119.735;213.692.820.411.085;214.324.436.712.593;POLYGON((2.13692820411085 41.4399801682444,2.13728291803915 41.4444658119735,2.14324436712593 41.4441987283704,2.14288924600641 41.4397131265033,2.13692820411085 41.4399801682444))
2659408;3;632574;Barcelona;414.418.222.681.177;214.604.738.853.537;41.439.445.777.288;414.441.987.283.704;214.288.924.600.641;214.920.573.580.518;POLYGON((2.14288924600641 41.4397131265033,2.14324436712593 41.4441987283704,2.14920573580518 41.4439313372452,2.1488502075153 41.439445777288,2.14288924600641 41.4397131265033))
2659409;3;632574;Barcelona;414.373.366.841.971;214.569.210.404.621;414.349.602.113.191;414.397.131.265.033;214.253.420.527.355;21.488.502.075.153;POLYGON((2.14253420527355 41.4352275186302,2.14288924600641 41.4397131265033,2.1488502075153 41.439445777288,2.14849475970334 41.4349602113191,2.14253420527355 41.4352275186302))
2659410;3;632575;Barcelona;414.465.751.043.396;214.044.114.094.893;414.441.987.283.704;414.489.514.497.016;213.728.291.803.915;214.359.956.865.299;POLYGON((2.13728291803915 41.4444658119735,2.13763771228369 41.4489514497016,2.14359956865299 41.4486843242307,2.14324436712593 41.4441987283704,2.13728291803915 41.4444658119735))
2659413;3;632575;Barcelona;41.446.307.846.029;214.640.275.346.725;414.439.313.372.452;414.486.843.242.307;214.324.436.712.593;214.956.134.459.387;POLYGON((2.14324436712593 41.4441987283704,2.14359956865299 41.4486843242307,2.14956134459387 41.4484168911899,2.14920573580518 41.4439313372452,2.14324436712593 41.4441987283704))
2659414;3;632576;Barcelona;414.460.402.801.782;215.236.428.552.197;414.436.636.386.097;414.484.168.911.899;214.920.573.580.518;215.552.304.001.505;POLYGON((2.14920573580518 41.4439313372452,2.14956134459387 41.4484168911899,2.15552304001505 41.448149150591,2.15516702398563 41.4436636386097,2.14920573580518 41.4439313372452))
2659415;3;632576;Barcelona;414.505.258.101.371;215.272.013.821.429;41.448.149.150.591;414.529.024.391.213;214.956.134.459.387;215.587.913.665.547;POLYGON((2.14956134459387 41.4484168911899,2.14991703390227 41.4529024391213,2.15587913665547 41.4526346565532,2.15552304001505 41.448149150591,2.14956134459387 41.4484168911899))
2659416;3;632576;Barcelona;414.502.578.947.679;215.868.199.699.003;414.478.811.024.459;414.526.346.565.532;215.552.304.001.505;216.184.115.877.675;POLYGON((2.15552304001505 41.448149150591,2.15587913665547 41.4526346565532,2.16184115877675 41.4523665663911,2.16148465482524 41.4478811024459,2.15552304001505 41.448149150591))
2659417;3;632576;Barcelona;414.457.724.067.993;215.832.573.702.177;41.443.395.632.476;41.448.149.150.591;215.516.702.398.563;216.148.465.482.524;POLYGON((2.15516702398563 41.4436636386097,2.15552304001505 41.448149150591,2.16148465482524 41.4478811024459,2.16112823157601 41.443395632476,2.15516702398563 41.4436636386097))
2659418;3;632577;Barcelona;41.437.069.202.214;215.165.282.178.108;414.346.925.965.935;41.439.445.777.288;214.849.475.970.334;215.481.108.854.628;POLYGON((2.14849475970334 41.4349602113191,2.1488502075153 41.439445777288,2.15481108854628 41.4391781206103,2.15445523367609 41.4346925965935,2.14849475970334 41.4349602113191))
2659419;3;632577;Barcelona;414.415.547.442.036;215.200.851.338.452;414.391.781.206.103;414.439.313.372.452;21.488.502.075.153;215.516.702.398.563;POLYGON((2.1488502075153 41.439445777288,2.14920573580518 41.4439313372452,2.15516702398563 41.4436636386097,2.15481108854628 41.4391781206103,2.1488502075153 41.439445777288))
2659420;3;632577;Barcelona;414.412.869.128.092;21.579.695.576.997;414.389.101.564.822;414.436.636.386.097;215.481.108.854.628;216.112.823.157.601;POLYGON((2.15481108854628 41.4391781206103,2.15516702398563 41.4436636386097,2.16112823157601 41.443395632476,2.16077188900811 41.4389101564822,2.15481108854628 41.4391781206103))
2659421;3;632577;Barcelona;414.368.014.127.985;215.761.345.900.286;414.344.246.744.653;414.391.781.206.103;215.445.523.367.609;216.077.188.900.811;POLYGON((2.15445523367609 41.4346925965935,2.15481108854628 41.4391781206103,2.16077188900811 41.4389101564822,2.1604156271006 41.4344246744653,2.15445523367609 41.4346925965935))
2660306;3;632799;Barcelona;413.199.092.957.654;215.433.312.864.834;413.175.328.922.797;413.222.856.688.877;215.118.106.089.907;215.748.539.991.632;POLYGON((2.15118106089907 41.3178000305521,2.15153523295968 41.3222856688877,2.15748539991632 41.3220184887152,2.15713082320313 41.3175328922797,2.15118106089907 41.3178000305521))
2660307;3;632799;Barcelona;413.243.949.101.524;215.468.754.311.787;413.220.184.887.152;413.267.713.012.211;215.153.523.295.968;215.784.005.683.891;POLYGON((2.15153523295968 41.3222856688877,2.15188948513905 41.3267713012211,2.15784005683891 41.3265040791428,2.15748539991632 41.3220184887152,2.15153523295968 41.3222856688877))
2660318;3;632802;Barcelona;413.288.805.185.339;215.504.203.776.187;413.265.040.791.428;413.312.569.275.515;215.188.948.513.905;215.819.479.399.166;POLYGON((2.15188948513905 41.3267713012211,2.15224381745794 41.3312569275515,2.15819479399166 41.3309896635618,2.15784005683891 41.3265040791428,2.15188948513905 41.3267713012211))
2660319;3;632802;Barcelona;413.333.661.209.092;215.539.661.260.107;413.309.896.635.618;413.357.425.478.779;215.224.381.745.794;215.854.961.139.533;POLYGON((2.15224381745794 41.3312569275515,2.15259822993707 41.3357425478779,2.15854961139533 41.3354752419711,2.15819479399166 41.3309896635618,2.15224381745794 41.3312569275515))
2660322;3;632803;Barcelona;413.378.517.172.773;215.575.126.765.624;413.354.752.419.711;413.402.281.621.998;215.259.822.993.707;21.589.045.090.707;POLYGON((2.15259822993707 41.3357425478779,2.1529527225972 41.3402281621998,2.1589045090707 41.3399608143702,2.15854961139533 41.3354752419711,2.15259822993707 41.3357425478779))
2660323;3;632803;Barcelona;413.423.373.076.376;215.610.600.294.815;413.399.608.143.702;413.447.137.705.161;21.529.527.225.972;215.925.948.703.853;POLYGON((2.1529527225972 41.3402281621998,2.15330729545908 41.3447137705161,2.15925948703853 41.3444463807581,2.1589045090707 41.3399608143702,2.1529527225972 41.3402281621998))
2660324;3;632803;Barcelona;413.420.697.856.434;216.205.795.182.243;41.339.693.160.165;413.444.463.807.581;21.589.045.090.707;216.521.159.830.473;POLYGON((2.1589045090707 41.3399608143702,2.15925948703853 41.3444463807581,2.16521159830473 41.3441786845767,2.16485621525172 41.339693160165,2.1589045090707 41.3399608143702))
