id;level;parent_id;name;lat;lon;min_lat;max_lat;min_lon;max_lon;geometry_wkt
2656283;3;631793;Barcelona;414.088.562.316.018;207.766.550.972.584;414.064.813.448.305;414.112.310.875.597;207.451.111.301.839;208.082.011.091.662;POLYGON((2.07451111301839 41.4067449803132,2.07486111940924 41.4112310875597,2.08082011091662 41.4109674107385,2.08046969785719 41.4064813448305,2.07451111301839 41.4067449803132))
2656284;3;631793;Barcelona;414.085.924.218.324;208.362.425.823.861;414.062.174.021.381;414.109.674.107.385;208.046.969.785.719;208.677.902.309.453;POLYGON((2.08046969785719 41.4064813448305,2.08082011091662 41.4109674107385,2.08677902309453 41.4107034266599,2.08642820338709 41.4062174021381,2.08046969785719 41.4064813448305))
2656285;3;631793;Barcelona;414.041.063.736.405;208.327.368.153.181;414.017.313.716.675;414.064.813.448.305;208.011.936.410.668;208.642.820.338.709;POLYGON((2.08011936410668 41.4019952729791,2.08046969785719 41.4064813448305,2.08642820338709 41.4062174021381,2.08607746307971 41.4017313716675,2.08011936410668 41.4019952729791))
2656286;3;631794;Barcelona;414.228.414.102.108;206.679.632.002.134;414.204.667.363.865;414.252.160.531.557;206.364.152.194.319;206.995.132.273.365;POLYGON((2.06364152194319 41.4207298811601,2.06399095216462 41.4252160531557,2.06995132273365 41.4249528671227,2.06960148552892 41.4204667363865,2.06364152194319 41.4207298811601))
2656287;3;631794;Barcelona;414.273.275.586.145;206.714.599.331.655;414.249.528.671.227;414.297.022.192.218;206.399.095.216.462;207.030.123.914.713;POLYGON((2.06399095216462 41.4252160531557,2.06434046150355 41.4297022192218,2.07030123914713 41.4294389919236,2.06995132273365 41.4249528671227,2.06399095216462 41.4252160531557))
2656288;3;631794;Barcelona;41.427.064.198.224;207.310.652.781.261;414.246.893.736.652;414.294.389.919.236;206.995.132.273.365;20.762.619.375.614;POLYGON((2.06995132273365 41.4249528671227,2.07030123914713 41.4294389919236,2.0762619375614 41.4291754571531,2.07591161409392 41.4246893736652,2.06995132273365 41.4249528671227))
2656289;3;631794;Barcelona;414.225.780.911.067;207.275.644.749.871;414.202.032.842.365;414.249.528.671.227;206.960.148.552.892;207.591.161.409.392;POLYGON((2.06960148552892 41.4204667363865,2.06995132273365 41.4249528671227,2.07591161409392 41.4246893736652,2.07556136992644 41.4202032842365,2.06960148552892 41.4204667363865))
2656290;3;631795;Barcelona;414.318.137.010.854;20.674.957.457.852;414.294.389.919.236;414.341.883.793.574;206.434.046.150.355;207.065.123.478.994;POLYGON((2.06434046150355 41.4297022192218,2.06469004998052 41.4341883793574,2.07065123478994 41.4339251107885,2.07030123914713 41.4294389919236,2.06434046150355 41.4297022192218))
2656292;3;631795;Barcelona;414.360.363.946.428;207.380.692.625.497;414.336.615.346.994;414.384.112.237.166;207.065.123.478.994;207.696.282.247.873;POLYGON((2.07065123478994 41.4339251107885,2.07100130968262 41.4384112237166,2.07696282247873 41.4381476063034,2.07661234034948 41.4336615346994,2.07065123478994 41.4339251107885))
2656293;3;631795;Barcelona;41.431.550.299.403;207.345.668.739.116;414.291.754.571.531;414.339.251.107.885;207.030.123.914.713;207.661.234.034.948;POLYGON((2.07030123914713 41.4294389919236,2.07065123478994 41.4339251107885,2.07661234034948 41.4336615346994,2.0762619375614 41.4291754571531,2.07030123914713 41.4294389919236))
2656294;3;631796;Barcelona;414.312.865.902.303;20.794.175.497.119;41.428.911.614.922;414.336.615.346.994;20.762.619.375.614;208.257.336.656.784;POLYGON((2.0762619375614 41.4291754571531,2.07661234034948 41.4336615346994,2.08257336656784 41.4333976511019,2.08222255665508 41.428911614922,2.0762619375614 41.4291754571531))
2656297;3;631796;Barcelona;41.431.022.573.579;208.537.833.265.609;414.286.474.652.421;414.333.976.511.019;208.222.255.665.508;208.853.431.335.373;POLYGON((2.08222255665508 41.428911614922,2.08257336656784 41.4333976511019,2.08853431335373 41.4331334600076,2.0881830963369 41.4286474652421,2.08222255665508 41.428911614922))
2656298;3;631797;Barcelona;414.223.144.646.078;207.871.649.573.203;414.199.395.247.215;414.246.893.736.652;207.556.136.992.644;208.187.182.615.418;POLYGON((2.07556136992644 41.4202032842365,2.07591161409392 41.4246893736652,2.08187182615418 41.424425572795,2.08152117504453 41.4199395247215,2.07556136992644 41.4202032842365))
2656299;3;631797;Barcelona;414.268.005.303.911;207.906.698.304.399;41.424.425.572.795;414.291.754.571.531;207.591.161.409.392;208.222.255.665.508;POLYGON((2.07591161409392 41.4246893736652,2.0762619375614 41.4291754571531,2.08222255665508 41.428911614922,2.08187182615418 41.424425572795,2.07591161409392 41.4246893736652))
2656300;3;631797;Barcelona;414.265.365.551.273;208.502.735.891.946;414.241.614.645.238;41.428.911.614.922;208.187.182.615.418;20.881.830.963.369;POLYGON((2.08187182615418 41.424425572795,2.08222255665508 41.428911614922,2.0881830963369 41.4286474652421,2.08783195882319 41.4241614645238,2.08187182615418 41.424425572795))
2656301;3;631797;Barcelona;414.220.505.307.261;208.467.646.462.998;414.196.754.578.535;41.424.425.572.795;208.152.117.504.453;208.783.195.882.319;POLYGON((2.08152117504453 41.4199395247215,2.08187182615418 41.424425572795,2.08783195882319 41.4241614645238,2.08748090079197 41.4196754578535,2.08152117504453 41.4199395247215))
2657260;3;632037;Barcelona;413.357.592.784.499;210.183.276.398.557;413.333.840.119.625;413.381.345.143.322;209.868.143.232.658;210.498.429.937.516;POLYGON((2.09868143232658 41.3336485188985,2.09903219955391 41.3381345143322,2.10498429937516 41.3378699659085,2.10463312703738 41.3333840119625,2.09868143232658 41.3336485188985))
2657288;3;632044;Barcelona;413.806.187.274.372;210.534.643.523.748;413.782.432.831.468;413.829.941.410.711;210.219.267.846.476;210.850.039.618.331;POLYGON((2.10219267846476 41.3785082052125,2.1025442402616 41.3829941410711,2.10850039618331 41.3827291774616,2.10814842836732 41.3782432831468,2.10219267846476 41.3785082052125))
2657302;3;632048;Barcelona;413.943.413.598.399;210.044.487.679.158;41.391.965.994.902;413.967.166.940.807;209.729.055.474.208;210.359.940.315.601;POLYGON((2.09729055474208 41.392230734597,2.09764194899864 41.3967166940807,2.10359940315601 41.3964519128728,2.10324760258659 41.391965994902,2.09729055474208 41.392230734597))
2657303;3;632048;Barcelona;413.988.272.955.905;210.079.651.399.846;413.964.519.128.728;414.012.026.476.059;209.764.194.899.864;210.395.128.335.756;POLYGON((2.09764194899864 41.3967166940807,2.09799342279626 41.4012026476059,2.10395128335756 41.4009378248794,2.10359940315601 41.3964519128728,2.09764194899864 41.3967166940807))
2657304;3;632048;Barcelona;413.985.623.400.772;210.675.413.153.582;41.396.186.824.598;414.009.378.248.794;210.359.940.315.601;210.990.906.426.607;POLYGON((2.10359940315601 41.3964519128728,2.10395128335756 41.4009378248794,2.10990906426607 41.4006726950382,2.10955677768124 41.396186824598,2.10359940315601 41.3964519128728))
2657305;3;632048;Barcelona;413.940.764.458.663;210.640.208.798.087;41.391.700.948.188;413.964.519.128.728;210.324.760.258.659;210.955.677.768.124;POLYGON((2.10324760258659 41.391965994902,2.10359940315601 41.3964519128728,2.10955677768124 41.396186824598,2.10920457081961 41.391700948188,2.10324760258659 41.391965994902))
2657307;3;632049;Barcelona;413.898.554.181.284;210.009.331.916.098;413.874.800.709.679;41.392.230.734.597;209.693.924.000.595;210.324.760.258.659;POLYGON((2.09693924000595 41.3877447691556,2.09729055474208 41.392230734597,2.10324760258659 41.391965994902,2.10289588162867 41.3874800709679,2.09693924000595 41.3877447691556))
2657308;3;632049;Barcelona;413.895.905.456.888;210.605.012.409.328;413.872.150.658.089;41.391.965.994.902;210.289.588.162.867;210.920.457.081.961;POLYGON((2.10289588162867 41.3874800709679,2.10324760258659 41.391965994902,2.10920457081961 41.391700948188,2.10885244366052 41.3872150658089,2.10289588162867 41.3874800709679))
2657309;3;632049;Barcelona;413.851.046.395.456;210.569.823.985.235;413.827.291.774.616;413.874.800.709.679;21.025.442.402.616;210.885.244.366.052;POLYGON((2.1025442402616 41.3829941410711,2.10289588162867 41.3874800709679,2.10885244366052 41.3872150658089,2.10850039618331 41.3827291774616,2.1025442402616 41.3829941410711))
2657311;3;632050;Barcelona;414.083.283.048.354;208.958.292.738.658;414.059.531.522.479;414.107.034.266.599;208.642.820.338.709;209.273.785.585.177;POLYGON((2.08642820338709 41.4062174021381,2.08677902309453 41.4107034266599,2.09273785585177 41.4104391353355,2.09238662951693 41.4059531522479,2.08642820338709 41.4062174021381))
2657312;3;632050;Barcelona;414.080.638.806.224;209.554.151.707.864;414.056.885.951.716;414.104.391.353.355;209.238.662.951.693;20.986.966.090.972;POLYGON((2.09238662951693 41.4059531522479,2.09273785585177 41.4104391353355,2.0986966090972 41.4101745367773,2.09834497615557 41.4056885951716,2.09238662951693 41.4059531522479))
2657314;3;632051;Barcelona;414.128.143.056.678;208.993.399.014.145;414.104.391.353.355;414.151.894.452.319;208.677.902.309.453;209.308.916.169.843;POLYGON((2.08677902309453 41.4107034266599,2.08712992222261 41.4151894452319,2.09308916169843 41.4149251124679,2.09273785585177 41.4104391353355,2.08677902309453 41.4107034266599))
2657315;3;632051;Barcelona;414.173.003.005.473;209.028.513.237.282;414.149.251.124.679;414.196.754.578.535;208.712.992.222.261;209.344.054.707.753;POLYGON((2.08712992222261 41.4151894452319,2.08748090079197 41.4196754578535,2.09344054707753 41.4194110836441,2.09308916169843 41.4149251124679,2.08712992222261 41.4151894452319))
2657316;3;632051;Barcelona;414.170.357.934.071;209.624.453.548.141;41.414.660.472.422;414.194.110.836.441;209.308.916.169.843;209.940.011.381.002;POLYGON((2.09308916169843 41.4149251124679,2.09344054707753 41.4194110836441,2.09940011381002 41.4191464021051,2.0990483216418 41.414660472422,2.09308916169843 41.4149251124679))
2657317;3;632051;Barcelona;41.412.549.839.994;209.589.298.649.615;414.101.745.367.773;414.149.251.124.679;209.273.785.585.177;20.990.483.216.418;POLYGON((2.09273785585177 41.4104391353355,2.09308916169843 41.4149251124679,2.0990483216418 41.414660472422,2.0986966090972 41.4101745367773,2.09273785585177 41.4104391353355))
2657318;3;632052;Barcelona;414.122.850.670.683;210.185.190.328.319;414.099.096.309.969;41.414.660.472.422;20.986.966.090.972;210.500.740.196.156;POLYGON((2.0986966090972 41.4101745367773,2.0990483216418 41.414660472422,2.10500740196156 41.4143955251062,2.10465528273967 41.4099096309969,2.0986966090972 41.4101745367773))
2657319;3;632052;Barcelona;414.167.709.789.671;210.220.385.900.162;414.143.955.251.062;414.191.464.021.051;20.990.483.216.418;210.535.960.089.823;POLYGON((2.0990483216418 41.414660472422,2.09940011381002 41.4191464021051,2.10535960089823 41.4188814132482,2.10500740196156 41.4143955251062,2.0990483216418 41.414660472422))
2657320;3;632052;Barcelona;41.416.505.857.239;210.816.310.284.231;414.141.302.705.322;414.188.814.132.482;210.500.740.196.156;211.131.900.825.098;POLYGON((2.10500740196156 41.4143955251062,2.10535960089823 41.4188814132482,2.11131900825098 41.4186161170853,2.11096640256654 41.4141302705322,2.10500740196156 41.4143955251062))
2657321;3;632052;Barcelona;414.120.199.869.024;210.781.074.041.134;414.096.444.180.061;414.143.955.251.062;210.465.528.273.967;211.096.640.256.654;POLYGON((2.10465528273967 41.4099096309969,2.10500740196156 41.4143955251062,2.11096640256654 41.4141302705322,2.11061387668803 41.4096444180061,2.10465528273967 41.4099096309969))
2657322;3;632053;Barcelona;414.033.132.253.792;210.114.823.080.227;414.009.378.248.794;414.056.885.951.716;209.799.342.279.626;210.430.324.321.189;POLYGON((2.09799342279626 41.4012026476059,2.09834497615557 41.4056885951716,2.10430324321189 41.405423730921,2.10395128335756 41.4009378248794,2.09799342279626 41.4012026476059))
2657323;3;632053;Barcelona;414.077.991.492.054;210.150.002.722.361;41.405.423.730.921;414.101.745.367.773;209.834.497.615.557;210.465.528.273.967;POLYGON((2.09834497615557 41.4056885951716,2.0986966090972 41.4101745367773,2.10465528273967 41.4099096309969,2.10430324321189 41.405423730921,2.09834497615557 41.4056885951716))
2657324;3;632053;Barcelona;41.407.534.110.596;210.745.845.773.038;414.051.585.595.079;414.099.096.309.969;210.430.324.321.189;211.061.387.668.803;POLYGON((2.10430324321189 41.405423730921,2.10465528273967 41.4099096309969,2.11061387668803 41.4096444180061,2.11026143059477 41.4051585595079,2.10430324321189 41.405423730921))
2657325;3;632053;Barcelona;414.030.482.283.207;210.710.625.477.878;414.006.726.950.382;41.405.423.730.921;210.395.128.335.756;211.026.143.059.477;POLYGON((2.10395128335756 41.4009378248794,2.10430324321189 41.405423730921,2.11026143059477 41.4051585595079,2.10990906426607 41.4006726950382,2.10395128335756 41.4009378248794))
2657326;3;632054;Barcelona;414.217.862.894.732;209.063.635.410.138;414.194.110.836.441;414.241.614.645.238;208.748.090.079.197;209.379.201.200.971;POLYGON((2.08748090079197 41.4196754578535,2.08783195882319 41.4241614645238,2.09379201200971 41.4238970488634,2.09344054707753 41.4194110836441,2.08748090079197 41.4196754578535))
2657327;3;632054;Barcelona;414.262.722.724.446;209.098.765.534.774;414.238.970.488.634;414.286.474.652.421;208.783.195.882.319;209.414.355.651.561;POLYGON((2.08783195882319 41.4241614645238,2.0881830963369 41.4286474652421,2.09414355651561 41.4283830081252,2.09379201200971 41.4238970488634,2.08783195882319 41.4241614645238))
2657328;3;632054;Barcelona;414.260.076.823.546;209.694.787.223.758;414.236.323.258.256;414.283.830.081.252;209.379.201.200.971;210.010.393.709.994;POLYGON((2.09379201200971 41.4238970488634,2.09414355651561 41.4283830081252,2.10010393709994 41.4281182435829,2.09975198562251 41.4236323258256,2.09379201200971 41.4238970488634))
2657329;3;632054;Barcelona;414.215.217.408.609;2.096.596.164.055;414.191.464.021.051;414.238.970.488.634;209.344.054.707.753;209.975.198.562.251;POLYGON((2.09344054707753 41.4194110836441,2.09379201200971 41.4238970488634,2.09975198562251 41.4236323258256,2.09940011381002 41.4191464021051,2.09344054707753 41.4194110836441))
2657330;3;632055;Barcelona;414.307.582.494.608;209.133.903.613.249;414.283.830.081.252;414.331.334.600.076;20.881.830.963.369;209.449.518.061.587;POLYGON((2.0881830963369 41.4286474652421,2.08853431335373 41.4331334600076,2.09449518061587 41.4328689614284,2.09414355651561 41.4283830081252,2.0881830963369 41.4286474652421))
2657332;3;632055;Barcelona;414.349.795.474.586;209.765.152.751.242;414.326.041.553.761;414.373.549.087.725;209.449.518.061.587;210.080.807.913.233;POLYGON((2.09449518061587 41.4328689614284,2.09484688433117 41.4373549087725,2.10080807913233 41.4370900612045,2.10045596826298 41.4326041553761,2.09449518061587 41.4328689614284))
2657333;3;632055;Barcelona;414.304.936.178.874;209.729.966.004.985;414.281.182.435.829;414.328.689.614.284;209.414.355.651.561;210.045.596.826.298;POLYGON((2.09414355651561 41.4283830081252,2.09449518061587 41.4328689614284,2.10045596826298 41.4326041553761,2.10010393709994 41.4281182435829,2.09414355651561 41.4283830081252))
2657334;3;632056;Barcelona;414.302.286.788.707;210.326.020.431.686;41.427.853.171.627;414.326.041.553.761;210.010.393.709.994;21.064.166.762.038;POLYGON((2.10010393709994 41.4281182435829,2.10045596826298 41.4326041553761,2.1064166762038 41.4323390418623,2.10606423799866 41.427853171627,2.10010393709994 41.4281182435829))
2657337;3;632056;Barcelona;414.299.634.324.224;210.922.066.884.227;414.275.877.922.695;414.323.390.418.623;210.606.423.799.866;211.237.730.434.707;POLYGON((2.10606423799866 41.427853171627,2.1064166762038 41.4323390418623,2.11237730434707 41.4320736208989,2.11202445912053 41.4275877922695,2.10606423799866 41.427853171627))
2657338;3;632057;Barcelona;414.212.568.849.009;210.255.589.439.961;414.188.814.132.482;414.236.323.258.256;209.940.011.381.002;210.571.187.957.037;POLYGON((2.09940011381002 41.4191464021051,2.09975198562251 41.4236323258256,2.10571187957037 41.4233672954221,2.10535960089823 41.4188814132482,2.09940011381002 41.4191464021051))
2657339;3;632057;Barcelona;41.425.742.784.869;210.290.800.949.777;414.233.672.954.221;414.281.182.435.829;209.975.198.562.251;210.606.423.799.866;POLYGON((2.09975198562251 41.4236323258256,2.10010393709994 41.4281182435829,2.10606423799866 41.427853171627,2.10571187957037 41.4233672954221,2.09975198562251 41.4236323258256))
2657340;3;632057;Barcelona;414.254.775.799.998;21.088.680.670.371;414.231.019.576.646;41.427.853.171.627;210.571.187.957.037;211.202.445.912.053;POLYGON((2.10571187957037 41.4233672954221,2.10606423799866 41.427853171627,2.11202445912053 41.4275877922695,2.11167169376208 41.4231019576646,2.10571187957037 41.4233672954221))
2657341;3;632057;Barcelona;41.420.991.721.605;210.851.554.504.399;414.186.161.170.853;414.233.672.954.221;210.535.960.089.823;211.167.169.376.208;POLYGON((2.10535960089823 41.4188814132482,2.10571187957037 41.4233672954221,2.11167169376208 41.4231019576646,2.11131900825098 41.4186161170853,2.10535960089823 41.4188814132482))
2658275;3;632291;Barcelona;413.265.227.192.769;21.070.820.307.114;413.241.473.559.265;413.288.980.520.577;210.393.102.064.501;211.023.324.441.123;POLYGON((2.10393102064501 41.3244120861949,2.10428203413418 41.3288980520577,2.11023324441123 41.3286332802651,2.10988182601362 41.3241473559265,2.10393102064501 41.3244120861949))
2658276;3;632291;Barcelona;413.262.578.150.942;211.303.299.878.625;413.238.823.193.788;413.286.332.802.651;210.988.182.601.362;211.618.437.518.355;POLYGON((2.10988182601362 41.3241473559265,2.11023324441123 41.3286332802651,2.11618437518355 41.3283682021455,2.11583255189807 41.3238823193788,2.10988182601362 41.3241473559265))
2658278;3;632292;Barcelona;413.215.067.396.678;211.863.190.141.169;413.191.311.294.426;413.238.823.193.788;211.548.080.818.744;212.178.319.820.767;POLYGON((2.11548080818744 41.3193964306437,2.11583255189807 41.3238823193788,2.12178319820767 41.3236169765636,2.12143104972044 41.3191311294426,2.11548080818744 41.3193964306437))
2658279;3;632292;Barcelona;413.259.926.046.142;211.898.388.732.131;413.236.169.765.636;413.283.682.021.455;211.583.255.189.807;212.213.542.636.042;POLYGON((2.11583255189807 41.3238823193788,2.11618437518355 41.3283682021455,2.12213542636042 41.3281028177107,2.12178319820767 41.3236169765636,2.11583255189807 41.3238823193788))
2658280;3;632292;Barcelona;413.257.270.878.488;212.493.469.622.588;413.233.513.274.927;413.281.028.177.107;212.178.319.820.767;212.808.639.785.116;POLYGON((2.12178319820767 41.3236169765636,2.12213542636042 41.3281028177107,2.12808639785116 41.3278371269724,2.12773376485175 41.3233513274927,2.12178319820767 41.3236169765636))
2658281;3;632292;Barcelona;41.321.241.264.543;212.458.230.550.464;413.188.655.220.334;413.236.169.765.636;212.143.104.972.044;212.773.376.485.175;POLYGON((2.12143104972044 41.3191311294426,2.12178319820767 41.3236169765636,2.12773376485175 41.3233513274927,2.12738121160853 41.3188655220334,2.12143104972044 41.3191311294426))
2658286;3;632294;Barcelona;413.310.086.614.012;210.743.328.638.507;413.286.332.802.651;413.333.840.119.625;210.428.203.413.418;211.058.474.231.358;POLYGON((2.10428203413418 41.3288980520577,2.10463312703738 41.3333840119625,2.11058474231358 41.3331191986401,2.11023324441123 41.3286332802651,2.10428203413418 41.3288980520577))
2658287;3;632294;Barcelona;413.354.945.975.642;21.077.846.215.284;413.331.191.986.401;413.378.699.659.085;210.463.312.703.738;211.093.631.974.126;POLYGON((2.10463312703738 41.3333840119625,2.10498429937516 41.3378699659085,2.11093631974126 41.3376051110506,2.11058474231358 41.3331191986401,2.10463312703738 41.3333840119625))
2658288;3;632294;Barcelona;413.352.296.102.742;211.373.639.958.101;413.328.540.789.429;413.376.051.110.506;211.058.474.231.358;211.688.826.056.145;POLYGON((2.11058474231358 41.3331191986401,2.11093631974126 41.3376051110506,2.11688826056145 41.3373399497703,2.11653627806447 41.3328540789429,2.11058474231358 41.3331191986401))
2658289;3;632294;Barcelona;413.307.437.156.676;211.338.465.940.343;413.283.682.021.455;413.331.191.986.401;211.023.324.441.123;211.653.627.806.447;POLYGON((2.11023324441123 41.3286332802651,2.11058474231358 41.3331191986401,2.11653627806447 41.3328540789429,2.11618437518355 41.3283682021455,2.11023324441123 41.3286332802651))
2658290;3;632295;Barcelona;413.399.805.277.653;2.108.136.036.162;413.376.051.110.506;413.423.559.138.949;210.498.429.937.516;211.128.797.671.484;POLYGON((2.10498429937516 41.3378699659085,2.10533555116809 41.3423559138949,2.11128797671484 41.342091017496,2.11093631974126 41.3376051110506,2.10498429937516 41.3378699659085))
2658293;3;632295;Barcelona;413.397.154.989.131;211.408.821.933.956;413.373.399.497.703;41.342.091.017.496;211.093.631.974.126;211.724.032.269.508;POLYGON((2.11093631974126 41.3376051110506,2.11128797671484 41.342091017496,2.11724032269508 41.3418258146269,2.11688826056145 41.3373399497703,2.11093631974126 41.3376051110506))
2658294;3;632296;Barcelona;413.394.501.636.205;212.004.032.291.555;413.370.744.820.794;413.418.258.146.269;211.688.826.056.145;212.319.258.901.804;POLYGON((2.11688826056145 41.3373399497703,2.11724032269508 41.3418258146269,2.12319258901804 41.3415603052995,2.12284012174498 41.3370744820794,2.11688826056145 41.3373399497703))
2658295;3;632296;Barcelona;413.439.360.046.756;212.039.262.747.081;413.415.603.052.995;413.463.116.735.119;211.724.032.269.508;212.354.513.603.915;POLYGON((2.11724032269508 41.3418258146269,2.11759246448598 41.3463116735119,2.12354513603915 41.3460461225423,2.12319258901804 41.3415603052995,2.11724032269508 41.3418258146269))
2658296;3;632296;Barcelona;413.436.703.212.912;212.634.505.652.895;413.412.944.895.254;413.460.461.225.423;212.319.258.901.804;212.949.772.782.362;POLYGON((2.12319258901804 41.3415603052995,2.12354513603915 41.3460461225423,2.12949772782362 41.3457802650784,2.12914477559296 41.3412944895254,2.12319258901804 41.3415603052995))
2658297;3;632296;Barcelona;413.391.845.218.993;212.599.234.679.918;413.368.087.079.896;413.415.603.052.995;212.284.012.174.498;212.914.477.559.296;POLYGON((2.12284012174498 41.3370744820794,2.12319258901804 41.3415603052995,2.12914477559296 41.3412944895254,2.12879190320111 41.3368087079896,2.12284012174498 41.3370744820794))
2658298;3;632297;Barcelona;41.330.478.463.589;211.933.595.286.142;413.281.028.177.107;413.328.540.789.429;211.618.437.518.355;212.248.773.419.932;POLYGON((2.11618437518355 41.3283682021455,2.11653627806447 41.3328540789429,2.12248773419932 41.3325886528829,2.12213542636042 41.3281028177107,2.11618437518355 41.3283682021455))
2658299;3;632297;Barcelona;413.349.643.165.914;211.968.809.805.262;413.325.886.528.829;413.373.399.497.703;211.653.627.806.447;212.284.012.174.498;POLYGON((2.11653627806447 41.3328540789429,2.11688826056145 41.3373399497703,2.12284012174498 41.3370744820794,2.12248773419932 41.3325886528829,2.11653627806447 41.3328540789429))
2658300;3;632297;Barcelona;413.346.987.165.277;212.563.971.685.253;413.323.229.204.716;413.370.744.820.794;212.248.773.419.932;212.879.190.320.111;POLYGON((2.12248773419932 41.3325886528829,2.12284012174498 41.3370744820794,2.12879190320111 41.3368087079896,2.1284391106274 41.3323229204716,2.12248773419932 41.3325886528829))
2658301;3;632297;Barcelona;413.302.129.051.773;21.252.871.666.683;413.278.371.269.724;413.325.886.528.829;212.213.542.636.042;21.284.391.106.274;POLYGON((2.12213542636042 41.3281028177107,2.12248773419932 41.3325886528829,2.1284391106274 41.3323229204716,2.12808639785116 41.3278371269724,2.12213542636042 41.3281028177107))
2658322;3;632303;Barcelona;413.758.677.546.474;211.095.021.735.062;413.734.921.955.218;413.782.432.831.468;210.779.654.019.192;211.410.409.862.929;POLYGON((2.10779654019192 41.3737573828654,2.10814842836732 41.3782432831468,2.11410409862929 41.3779780542172,2.11375180454635 41.3734921955218,2.10779654019192 41.3737573828654))
2658323;3;632303;Barcelona;41.380.353.631.155;211.130.234.832.341;413.779.780.542.172;413.827.291.774.616;210.814.842.836.732;211.445.647.244.379;POLYGON((2.10814842836732 41.3782432831468,2.10850039618331 41.3827291774616,2.11445647244379 41.3824639069403,2.11410409862929 41.3779780542172,2.10814842836732 41.3782432831468))
2658324;3;632303;Barcelona;413.800.882.279.909;211.725.818.171.296;413.777.125.184.354;413.824.639.069.403;211.410.409.862.929;212.041.246.895.206;POLYGON((2.11410409862929 41.3779780542172,2.11445647244379 41.3824639069403,2.12041246895206 41.3821983295191,2.12005968915972 41.3777125184354,2.11410409862929 41.3779780542172))
2658325;3;632303;Barcelona;41.375.602.393.096;211.690.564.479.748;413.732.267.013.737;413.779.780.542.172;211.375.180.454.635;212.005.968.915.972;POLYGON((2.11375180454635 41.3734921955218,2.11410409862929 41.3779780542172,2.12005968915972 41.3777125184354,2.11970698918989 41.3732267013737,2.11375180454635 41.3734921955218))
2658326;3;632304;Barcelona;413.753.367.247.221;212.286.099.247.762;413.729.609.004.331;413.777.125.184.354;211.970.698.918.989;212.601.519.986.764;POLYGON((2.11970698918989 41.3732267013737,2.12005968915972 41.3777125184354,2.12601519986764 41.3774466758132,2.12566209403161 41.3729609004331,2.11970698918989 41.3732267013737))
2658327;3;632304;Barcelona;413.798.225.179.566;212.321.393.531.514;413.774.466.758.132;413.821.983.295.191;212.005.968.915.972;212.636.838.561.713;POLYGON((2.12005968915972 41.3777125184354,2.12041246895206 41.3821983295191,2.12636838561713 41.3819324452097,2.12601519986764 41.3774466758132,2.12005968915972 41.3777125184354))
2658328;3;632304;Barcelona;413.795.565.010.639;212.916.960.903.899;413.771.805.263.625;413.819.324.452.097;212.601.519.986.764;213.232.422.234.804;POLYGON((2.12601519986764 41.3774466758132,2.12636838561713 41.3819324452097,2.13232422234804 41.381666254024,2.1319706306621 41.3771805263625,2.12601519986764 41.3774466758132))
2658329;3;632304;Barcelona;413.750.707.495.377;212.881.626.030.015;413.726.947.927.117;413.774.466.758.132;212.566.209.403.161;21.319.706.306.621;POLYGON((2.12566209403161 41.3729609004331,2.12601519986764 41.3774466758132,2.1319706306621 41.3771805263625,2.13161711898057 41.3726947927117,2.12566209403161 41.3729609004331))
2658331;3;632305;Barcelona;413.708.509.255.073;212.250.812.949.775;413.684.751.190.703;413.732.267.013.737;211.935.436.902.189;212.566.209.403.161;POLYGON((2.11935436902189 41.368740878335,2.11970698918989 41.3732267013737,2.12566209403161 41.3729609004331,2.12530906808833 41.3684751190703,2.11935436902189 41.368740878335))
2658332;3;632305;Barcelona;413.705.849.920.256;212.846.299.150.988;413.682.090.530.726;413.729.609.004.331;212.530.906.808.833;213.161.711.898.057;POLYGON((2.12530906808833 41.3684751190703,2.12566209403161 41.3729609004331,2.13161711898057 41.3726947927117,2.13126368728271 41.3682090530726,2.12530906808833 41.3684751190703))
2658334;3;632306;Barcelona;413.848.395.016.928;211.165.455.899.261;413.824.639.069.403;413.872.150.658.089;210.850.039.618.331;21.148.089.260.105;POLYGON((2.10850039618331 41.3827291774616,2.10885244366052 41.3872150658089,2.1148089260105 41.3869497536903,2.11445647244379 41.3824639069403,2.10850039618331 41.3827291774616))
2658335;3;632306;Barcelona;413.893.253.662.599;211.200.684.937.886;413.869.497.536.903;41.391.700.948.188;210.885.244.366.052;211.516.145.935.011;POLYGON((2.10885244366052 41.3872150658089,2.10920457081961 41.391700948188,2.11516145935011 41.3914355944665,2.1148089260105 41.3869497536903,2.10885244366052 41.3872150658089))
2658336;3;632306;Barcelona;413.890.598.798.534;211.796.349.492.674;413.866.841.346.241;413.914.355.944.665;21.148.089.260.105;212.111.826.808.703;POLYGON((2.1148089260105 41.3869497536903,2.11516145935011 41.3914355944665,2.12111826808703 41.3911699337495,2.1207653285876 41.3866841346241,2.1148089260105 41.3869497536903))
2658337;3;632306;Barcelona;413.845.740.569.103;211.761.079.841.584;413.821.983.295.191;413.869.497.536.903;211.445.647.244.379;21.207.653.285.876;POLYGON((2.11445647244379 41.3824639069403,2.1148089260105 41.3869497536903,2.1207653285876 41.3866841346241,2.12041246895206 41.3821983295191,2.11445647244379 41.3824639069403))
