CUMUN,LON,LAT
01001,-2.50561521200283,42.8411923715473
01002,-2.98575562457554,43.0461499156784
01003,-2.59325028226534,43.0458963137213
01004,-3.14148091994359,43.1296627698438
01006,-2.86889662854779,42.7199003997924
01008,-2.61382516478678,42.9246598872504
01009,-2.28796830914534,42.8815812563641
01010,-3.04113351084919,43.0870546772687
01011,-2.67505587885434,42.5227808854079
01013,-2.49311767931058,42.9120652797572
01014,-2.83135125952525,42.6898226353262
01016,-2.52358366202481,42.6940166063643
01017,-2.36074311212626,42.6869194156571
01018,-2.73072493146986,42.9687665719897
01019,-2.51426265794065,42.5948091151446
01020,-2.93537076157018,42.8955883056232
01021,-2.54344441635954,42.8453122686884
01022,-2.62481341272165,42.5071676495163
01023,-2.54048024391215,42.5618768138738
01027,-2.44211021947119,42.8338968943767
01028,-2.80885478896035,42.6055792886005
01030,-2.60812075930812,42.6213728212791
01031,-2.57798581937571,42.5517529833257
01032,-2.49984356050396,42.5439908013616
01033,-2.5704457102234,42.4946841536718
01034,-2.63748987723539,42.5713090444305
01036,-2.96554826305192,43.1456979629315
01037,-2.4451377371081,42.7490573004468
01039,-2.4153311846256,42.5270006410801
01041,-2.63135614735677,42.5395610628961
01042,-3.01793449230702,43.1682179008254
01043,-2.4222717694237,42.560140447052
01044,-2.70518081524452,42.6379891832999
01046,-2.92235808527677,42.8033372669338
01047,-2.90249732121809,42.7247502843353
01049,-2.99154156936169,42.8136565999072
01051,-2.38870936191942,42.8376350896736
01052,-2.6763711390324,42.5687789737258
01053,-2.35129140820949,42.8669760345617
01054,-2.9204252171181,42.9657811928476
01055,-3.1283723452888,42.864120894593
01056,-2.31986121849608,42.7573890824001
01057,-2.66141975924885,42.5411560891704
01058,-2.64778285452676,42.9828912109062
01059,-2.67684613262066,42.8510416873266
01060,-2.46884413059506,42.5550931119803
01061,-2.34235305733785,42.9014985212068
01062,-2.8213732731846,42.6572336254427
01063,-2.83574643430555,42.9842800693102
01901,-2.81689422083605,42.8218046982668
01902,-2.99407657459719,42.7520063527951
02001,-1.53900639126946,39.2145441689439
02002,-1.37042255240315,39.0797093158163
02003,-1.86260200282343,38.9903413977164
02004,-1.51586190483476,38.5761679468377
02005,-1.38592269240902,39.2918972572878
02006,-2.05667706804882,38.6624820897528
02007,-1.40280605152222,39.1857149217713
02008,-2.45501136516375,38.770922662233
02009,-1.09545652009573,38.8660255665791
02010,-1.2490512903997,38.9715016064446
02011,-2.10491190681049,38.5649850453041
02012,-2.13686254356549,38.885693531887
02013,-1.21008066088736,39.2618809624399
02014,-2.4757593214355,38.8444237876845
02015,-2.20485184378297,39.0330523595747
02016,-2.64756050344938,38.530103149705
02017,-2.21153591494878,38.5890401527066
02018,-1.30863277040642,38.8881785653492
02019,-2.57283560088967,38.9317766089317
02020,-1.28819380654398,39.1062058908117
02021,-1.57488174640684,39.0972679907611
02022,-2.22898396799656,38.7557837460228
02023,-1.30092941808,39.2491794069272
02024,-1.46577672252441,39.292885344481
02025,-0.990093338139172,38.7057428917105
02026,-1.66052090015607,39.2981961775945
02027,-1.44053070367927,38.8112129663164
02028,-2.50117399124786,38.4228892806661
02029,-1.66303016645396,38.866731518666
02030,-2.06534538447204,38.4512348366072
02031,-1.94621294654219,38.3865800949443
02032,-2.06859107568152,39.2406064271101
02033,-1.46119126935017,38.7052847868757
02034,-1.56788065568506,39.2497806701527
02035,-1.99745188997205,39.1113553133646
02036,-1.63593959951631,39.2365769108003
02037,-1.69560746585707,38.5005043009996
02038,-2.10314128755856,38.9447418124992
02039,-1.42904058382785,38.9663775139755
02040,-1.56248875466649,38.9608733264503
02041,-1.55488567956466,39.1661702757372
02042,-2.13086334699532,38.3195113390057
02043,-2.28641586985953,38.9419742263633
02044,-1.929944520977,38.531283981898
02045,-1.81009323984241,39.2383716648879
02046,-1.71652524764089,39.2048092907595
02047,-2.31375630393287,38.7226952105356
02048,-2.31568463347315,39.221481971321
02049,-2.29171899597651,38.4918766983093
02050,-2.03154285107282,39.1703358282674
02051,-1.31210956663219,38.7667222745643
02052,-1.77674251928405,39.1703214274643
02053,-2.46673350604184,39.0513932365923
02054,-1.72661787396873,39.2836793883283
02055,-2.35992956308238,38.1435054178384
02056,-1.48855414081504,38.6180316739621
02057,-2.76602199703495,38.9677985340382
02058,-2.34361547661707,38.5876802760911
02059,-2.32887313522745,38.6693985294293
02060,-2.02802330973825,38.7373439606897
02061,-1.52560876609762,38.7938965562862
02062,-2.61903122814761,38.7053453723757
02063,-1.91327389745183,38.7119694186765
02064,-1.48226539275465,39.0592502880124
02065,-2.08723783867447,38.8143006203668
02066,-1.45683884800685,39.148389417357
02067,-2.41986601993338,38.4846514914475
02068,-2.42993980641321,38.7764878060403
02069,-2.16224514395373,39.1992740674818
02070,-2.54749652506282,38.5754195462891
02071,-2.1850375250047,38.7897446934962
02072,-1.94723250169524,38.3358616263621
02073,-1.93322107813627,39.2485368551234
02074,-1.68505362717039,38.6127868654509
02075,-1.66740364183594,39.1241730991294
02076,-2.51395692039036,38.6024153083304
02077,-1.24849673230767,39.1943429978069
02078,-2.04467261278679,39.3194871521782
02079,-1.56292609230703,39.3631101594107
02080,-2.64085552414509,38.5794407390712
02081,-2.60637071633437,39.2503230546537
02082,-1.33179473526997,39.323067711337
02083,-1.46824159730707,39.1178368603966
02084,-2.51746921216277,38.4623954212243
02085,-2.5747769119975,38.8002768245803
02086,-2.34082538702241,38.3218086290372
02901,-1.75586633515224,38.7782656758843
03001,-0.168732049368158,38.8590365384744
03002,-0.639835461532221,38.4394385037855
03003,-0.511931011278287,38.7869146448922
03004,-0.363323739110834,38.5100585239492
03005,-0.873173700984142,38.1840053289043
03006,-0.0309903715666823,38.7558832532232
03007,-0.400636011323029,38.7950769849441
03008,-0.32746144600001,38.6648934991521
03009,-0.478371798477725,38.6991888562397
03010,-0.563751831403275,38.7808858472814
03011,-0.0925898683656678,38.5781911681639
03012,-0.786858153789856,38.0640275370368
03013,-1.00407288965409,38.3435921499755
03014,-0.486174812974409,38.3562144213227
03015,-0.792232926461742,38.1086052227442
03016,-0.357821426994404,38.7641792615716
03017,-0.422888548485851,38.7719028473538
03018,-0.0506378114671741,38.6050092947143
03019,-0.767947172891412,38.3433011390334
03020,-0.333204646808066,38.7441410845663
03021,-0.660918248260064,38.7155010688691
03022,-0.337882349342441,38.6957375200307
03023,-0.760599209644445,38.7221740270194
03024,-0.838098670496343,38.0759075204014
03025,-0.983125263665047,38.1517703535195
03026,-0.0115817506721096,38.8175549408122
03027,-0.21428133094801,38.6960451388682
03028,-0.363088949380233,38.8256243036068
03029,-0.115805473514024,38.7468676690614
03030,-0.0270070267311359,38.7922909863349
03031,-0.128719162062408,38.5419788275311
03032,-0.411665790070663,38.6549604553997
03033,-0.241252518252134,38.6602796623175
03034,-0.740866270604478,38.0749219083667
03035,-0.39569528619138,38.7056837862514
03036,-0.37996119550505,38.7563593545601
03037,-0.202696080857716,38.645540966709
03038,-0.391550423594027,38.7753344449566
03039,-0.298750110522723,38.7538479358551
03040,-0.0357848766248113,38.8291899749419
03041,0.0481386471282274,38.7109781690377
03042,0.148637056897475,38.7246822062431
03043,-0.760727245025768,38.638961590294
03044,-0.893585631015136,38.0598765854929
03045,-0.121261895975639,38.6848696749095
03046,-0.418488223469335,38.500937795331
03047,0.0473907090204312,38.6470613338728
03048,-0.119328156002611,38.6519588259719
03049,-0.875994251222341,38.1255381920913
03050,-0.392738686312572,38.4292028180775
03051,-0.801992834796051,38.7036851668682
03052,-0.82174045598503,38.685559143389
03053,-0.671951739737037,38.5911270204003
03054,-0.18706998682485,38.7350283027256
03055,-0.800350644736248,38.1572654471124
03056,-0.440681243083843,38.7408894210766
03057,-0.276634351927601,38.6792123126082
03058,-0.892051635787479,38.1429356147777
03059,-0.808598815659006,38.2443324510713
03060,-0.314528096197435,38.7166007318351
03061,-0.762915303336737,38.1098418065739
03062,-0.735061473794849,38.1057468206869
03063,0.0995129813260767,38.8358469816096
03064,-0.765771245197554,38.1388430308881
03065,-0.692534068207875,38.2655852922967
03066,-0.79402082269001,38.4757676313232
03067,-0.274357725362827,38.7315628633086
03068,-0.240590649698278,38.7305850188406
03069,-0.191421752756731,38.5573690490527
03070,-0.735488019015817,38.0945993754451
03071,0.0823611717995202,38.7729464775719
03072,-0.410836628238431,38.8159301816952
03073,-0.373776986658061,38.7221606108691
03074,-0.868527830587257,38.157162206494
03075,-0.168339579485447,38.6702210753081
03076,-0.656166529789238,38.0874411111015
03077,-0.895060395999319,38.307763534002
03078,-0.932233297421047,38.2689560981794
03079,-0.573919429645846,38.6230453582516
03080,-0.851719355708422,38.0479288167589
03081,-0.0199887640408692,38.7259572059221
03082,0.165054453856738,38.7855481615526
03083,-0.503194936963138,38.5410627870509
03084,-0.308656811499302,38.8496852040537
03085,0.00803447102835561,38.7293097058384
03086,-0.378431370306345,38.7403508970571
03088,-0.721794901702118,38.3814639969167
03089,-0.845880247446591,38.4361469549337
03090,-0.45548592109092,38.4201557810324
03091,-0.0770104497523655,38.7658947450357
03092,-0.439128419588082,38.7824189061063
03093,-0.767619681893248,38.3842438976346
03094,-0.124979046186345,38.5931670403825
03095,0.0196861133046568,38.8271734258636
03096,-0.670493994317678,38.6294520555891
03097,-0.0661659918388633,38.7850821167178
03098,-0.279761169927764,38.5535183075635
03099,-0.925627232515259,38.0779849501014
